author,title,description,url,urlToImage,publishedAt,content,source.id,source.name,annotation,
Anthony Nash,"Martin Scorsese Joins Letterboxd, Shares List of Companion Movies","Martin Scorsese has officially joined the movie ranking and review site Letterboxd. To celebrate his arrival on the app, the director has even created a list of companion films to many of his most legendary movies. Scorsese, whose Killers of the Flower Moon j…",https://www.comingsoon.net/movies/news/1379825-martin-scorsese-joins-letterboxd-shares-list-of-companion-movies,"https://www.comingsoon.net/wp-content/uploads/sites/3/2023/10/martin-scorsese-header.jpg?resize=1200,630",2023-10-26T21:22:17Z,"Martin Scorsese has officially joined the movie ranking and review site Letterboxd. To celebrate his arrival on the app, the director has even created a list of companion films to many of his most le… [+1214 chars]",,ComingSoon.net,9,
Johnny Oleksinski,Gen Z's anti-sex crusade will kill good movies and TV,A depressing new study found that stick-in-the-mud young people have decided they're through with entertainment that depicts sex and romantic relationships.,https://nypost.com/2023/10/26/entertainment/gen-zs-anti-sex-crusade-will-kill-good-movies-and-tv/,https://nypost.com/wp-content/uploads/sites/2/2023/10/gen-zz.gif?w=1024,2023-10-26T20:50:21Z,"What exactly does Gen Z like?
Not much. A depressing new study found that stick-in-the-mud young people have decided theyre through with entertainment that depicts sex and romantic relationships.
O… [+3595 chars]",,New York Post,10,
David Morgan,"This week on ""Sunday Morning"" (October 29)","A look at the features for this week's broadcast of the 2023 News & Documentary Emmy-winner for Outstanding Recorded News Program, hosted by Jane Pauley.",https://www.cbsnews.com/news/this-week-on-sunday-morning-october-29-2023/,https://assets2.cbsnewsstatic.com/hub/i/r/2023/10/26/6a6b4b07-98ba-43e9-ba76-65266aa1e9b8/thumbnail/1200x630/f6ef1bc04300173adc4085f2be175961/commentary-sun.jpg?v=287f03e8b6c956e3847aad6c604a17dd,2023-10-26T20:28:52Z,6,cbs-news,CBS News,4,
Lakshmi Rivera Amin,Required Reading,"This week, Palestinian poet Mahmoud Darwish's enduring legacy, the “doyenne of Black horror,” the ultimate Jeff Koons Halloween costume, and why do cats meow?",http://hyperallergic.com/852975/required-reading-652/,https://hyperallergic-newspack.s3.amazonaws.com/uploads/2023/10/Queers-Against-Genocide-palestine-crop.jpg,2023-10-26T20:10:34Z,"Highly recommend reading Palestinian-American writer Hala Alyan's Opinion piece for the New York Times, and then reading it again. She asks us to consider: Why must Palestinians audition for your emp… [+7838 chars]",,Hyperallergic,3,
Emma Keates,Apple Original Films weighs in on Brendan Fraser's performance in Killers Of The Flower Moon,"Even though Martin Scorsese's epic Killers Of The Flower Moon clocks in at almost 3-and-a-half hours, Brendan Fraser's approximately seven minutes of screen time has garnered an outsized amount of attention—for pretty obvious reasons if you've seen the film. …",https://www.avclub.com/brendan-fraser-killers-of-the-flower-moon-apple-1850963720,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/311b2c5df70ca8e4b7f25545374df8fe.jpg",2023-10-26T19:40:46Z,"Even though Martin Scorseses epic Killers Of The Flower Moon clocks in at almost 3-and-a-half hours, Brendan Frasers approximately seven minutes of screen time has garnered an outsized amount of atte… [+1803 chars]",,The A.V. Club,2,
Buddy TV,Martin Scorsese's Cinematic Journey: New Chapter on Letterboxd,"Legendary filmmaker Martin Scorsese has taken a significant step in his illustrious career, embracing the digital age by joining the movie-centric social media platform, Letterboxd. Known for his apprehension towards technology, particularly emails, Scorsese'…",https://www.buddytv.com/martin-scorseses-cinematic-journey-new-chapter-on-letterboxd/,https://www.buddytv.com/wp-content/uploads/2023/08/martin-scorsese-jpg.webp,2023-10-26T19:27:02Z,"Legendary filmmaker Martin Scorsese has taken a significant step in his illustrious career, embracing the digital age by joining the movie-centric social media platform, Letterboxd. Known for his app… [+3125 chars]",,Buddytv.com,9,
Cory Woodroof,Martin Scorsese has created a Letterboxd account on top of new film Killers of the Flower Moon,Martin Scorsese has a Letterboxd account. We repeat: Martin Scorsese has a Letterboxd account.,https://ftw.usatoday.com/2023/10/martin-scorsese-letterboxd-account-killers-of-the-flower-moon,https://ftw.usatoday.com/wp-content/uploads/sites/90/2023/10/AP-LA-Premiere-of-_Killers-of-the-Flower-Moon_.jpg?w=1024&h=576&crop=1,2023-10-26T19:16:17Z,"Legendary filmmaker Martin Scorsese has surprisingly joined Letterboxd.
Yes, as hard as it is to comprehend, perhaps the greatest director of all time has created a profile on the film-tracking appl… [+997 chars]",usa-today,USA Today,9,
Dessi Gomez,"Martin Scorsese Publishes List of Companion Films to His Catalog, Including 1960's ""Ocean's Eleven' for ""Goodfellas'","The auteur pairs “The Heiress,” “Blood on the Moon” and more with “Killers of the Flower Moon”
The post Martin Scorsese Publishes List of Companion Films to His Catalog, Including 1960's ""Ocean's Eleven' for ""Goodfellas' appeared first on TheWrap.",http://www.thewrap.com/martin-scorsese-companion-films-goodfellas-oceans-eleven/,https://www.thewrap.com/wp-content/uploads/2023/10/goodfellas.jpg,2023-10-26T18:48:38Z,"Martin Scorsese now has a Letterboxd profile, and he took the opportunity to list companion films for every movie hes ever made.
I love the idea of putting different films together into one program.… [+1865 chars]",,TheWrap,9,
Christian Zilko,Martin Scorsese Joins Letterboxd — and Has Curated a Massive List of Double-Feature Pairings with His Own Films,"By joining the social media site, the ""Killers of the Flower Moon"" director solidifies his late career turn as a hero for online cinephiles.",https://www.indiewire.com/news/general-news/martin-scorsese-joins-letterboxd-lists-double-feature-choices-1234920446/,https://www.indiewire.com/wp-content/uploads/2023/10/GettyImages-1739889640.jpg,2023-10-26T18:36:55Z,"Martin Scorsese""s 50-year filmmaking career and longtime side gig as a film preservation advocate has led to him being recognized as the world's biggest cinephile for decades. But his increasingly vo… [+2488 chars]",,IndieWire,9,
Tom Brueggemann,"""Five Night's at Freddy's' Set to Open Over $50 Million While Streaming: Really?",Halloween is a powerful force at the box office — it can even compensate for same-day streaming.,https://www.indiewire.com/news/box-office/five-nights-at-freddys-open-over-50-million-while-streaming-1234920188/,https://www.indiewire.com/wp-content/uploads/2023/06/Screen-Shot-2023-06-27-at-10.59.28-AM.png,2023-10-26T18:00:00Z,"On the Friday before Halloween, Blumhouse's $20 million “Five Night's at Freddy's” (Universal) will open in more than 3,500 theaters —  the same day it will be available for streaming on the studio's… [+3830 chars]",,IndieWire,8,
Allie Gregory,Martin Scorsese Says Robbie Robertson Used to Get Mad at Him for Listening to Punk,As originally published by Allie Gregory on Exclaim!Cinema rider Martin Scorsese and the,http://exclaim.ca/film/article/martin_scorsese_says_robbie_robertson_used_to_get_mad_at_him_for_listening_to_punk,,2023-10-26T17:37:00Z,"As originally published by Allie Gregory on Exclaim!Cinema rider Martin Scorsese and the late Robbie Roberston's professional and personal relationship is well-trodden lore, but, in a recent intervie… [+1495 chars]",,Exclaim!,10,
Eric Italiano,"Apple Defends Brendan Fraser's ""Flower Moon' Performance Following Criticism/Memes From Some Movie Fans","One of the stranger pieces of discourse that has sprung out of Martin Scorsese's Killers of the Flower Moon is the performance of recent Best Actor Brendan Fraser, who features in the third act of the film as seedy lawyer W.S. Hamilton. Despite the fact that …",https://brobible.com/culture/article/apple-films-defends-brendan-fraser-flower-moon-performance/,https://brobible.com/wp-content/uploads/2023/10/brendan-fraser-in-killers-of-the-flower-moon.jpg,2023-10-26T16:13:42Z,"Apple
One of the stranger pieces of discourse that has sprung out of Martin Scorseses Killers of the Flower Moon is the performance of recent Best Actor Brendan Fraser, who features in the third act… [+1698 chars]",,BroBible,2,
Chris Black,Why We're Dressing Like Cowboys Now,"GQ columnist Chris Black grew up in Georgia but never wanted to rock a big belt buckle and boots—until now. Is it a desire to flirt with red-state aesthetics, or just a yearning to escape email?",https://www.gq.com/story/pulling-weeds-chris-black-cowboy-style,"https://media.gq.com/photos/653a85ab24c5f8b054c7dfba/16:9/w_1280,c_limit/Pulling-Weeds-16-Web.jpg",2023-10-26T15:33:38Z,"This is an edition of the newsletter Pulling Weeds With Chris Black, in which the columnist weighs in on hot topics in culture. Sign up here to get it in your inbox every Thursday.
Going to high sch… [+2789 chars]",,GQ Magazine,10,
Brad Hamerly,Box Office Predictions: Five Nights at Freddy's to open strong,"The video game adaptation of Five Night's at Freddy's looks to have a solid debut despite its simultaneous release on Peacock
The post Box Office Predictions: Five Nights at Freddy's to open strong appeared first on JoBlo.",https://www.joblo.com/box-office-predictions-five-nights-at-freddys-to-open-strong/,https://www.joblo.com/wp-content/uploads/2023/07/five_nights_at_freddys_slider.jpg,2023-10-26T14:49:01Z,"The video game adaptation of Five Night's at Freddy's looks to have a solid debut despite its simultaneous release on Peacock
The final weekend before Halloween is upon us and the masters of horror,… [+5188 chars]",,JoBlo.com,8,
Abe Beame,Martin Scorsese's late-stage career has proved Quentin Tarantino wrong,"Killers of the Flower Moon, The Wolf of Wall Street, The Departed, even Shutter Island — Scorsese couldn't have made these movies when he was younger.",https://www.polygon.com/23929489/martin-scorsese-best-movies-killers-flower-moon-career,https://cdn.vox-cdn.com/thumbor/PjaKMKGFQcFnq1E1hidgEZdV60o=/0x306:4325x2570/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/25032073/1728751115.jpg,2023-10-26T14:02:00Z,"If you buy something from a Polygon link, Vox Media may earn a commission. See our ethics statement.In 2021, Quentin Tarantino defended his intention to make just 10 movies and retire, saying, I know… [+12402 chars]",polygon,Polygon,4,
John Wenzel,A chilling Colorado tale of buffalo slaughter jumps from page to screen in Nicholas Cage's latest movie,"As a novel, the coming-of-age story was arguably the first Western to subvert the genre's morally certain, decades-old formulas.",https://www.denverpost.com/2023/10/26/butchers-crossing-book-movie-nicholas-cage-colorado-john-williams/,https://www.denverpost.com/wp-content/uploads/2023/10/TDP-Z-ButchersCrossingMovie-04.jpg?w=1024&h=683,2023-10-26T12:00:27Z,"When John Williams penned the gritty, Colorado-set novel “Butcher's Crossing” in 1960, he faced a herd of Western writers stampeding in the other direction.
Seminal novelists of the genre such as Za… [+6060 chars]",,The Denver Post,4,
Greg Braxton,"For Native viewers, 'Killers of the Flower Moon' is an imperfect triumph","Osage and other Native American viewers who spoke to The Times have reservations about 'Killers of the Flower Moon,' but say it's a step in the right direction.",https://www.latimes.com/entertainment-arts/tv/story/2023-10-26/killers-of-the-flower-moon-movie-lily-gladstone-osage-nation-native-american-voices,https://ca-times.brightspotcdn.com/dims4/default/d4e0184/2147483647/strip/true/crop/5150x2704+0+0/resize/1200x630!/quality/75/?url=https%3A%2F%2Fcalifornia-times-brightspot.s3.amazonaws.com%2Fcb%2F12%2F563857664ecb9e2724a40437826b%2Fkillers-of-the-flower-moon-photo-0105.jpg,2023-10-26T10:00:30Z,"From the moment it was announced as a major feature film, Killers of the Flower Moon has sparked plenty of excitement and anxiety.
An adaptation of David Granns nonfiction bestseller about the murde… [+6228 chars]",,Los Angeles Times,4,
Michael Phillips,"What it takes for a movie to get a rare ""F' CinemaScore — and why it's a badge of honor","Chicago's Music Box Theatre has a new series titled ""Who Give an 'F,'"" showing movies that received CinemaScore's lowest grade from audience reactions.",https://www.chicagotribune.com/entertainment/movies/ct-ent-what-good-is-cinemascore-20231026-iri2lz2ikbh5lni2cxf7bl65le-story.html,https://www.chicagotribune.com/resizer/z0VNYW_AYeWjPhz4etUbY5YXG4M=/1200x630/filters:format(jpg):quality(70)/cloudfront-us-east-1.images.arcpublishing.com/tronc/XB6ZX4DFLVAL5EB2OFXCZVSFHI.jpg,2023-10-26T10:00:00Z,"CinemaScore, the movie theater exit-polling operation, has measured audiences opening-night reactions to new films since 1978, gradually gaining in influence and popularity. When Taylor Swift: The Er… [+6653 chars]",,Chicago Tribune,10,
The New Yorker,Martin Scorsese's America,"In films like “Goodfellas” and “Mean Streets,” the director has made a study of how evil happens. His latest, “Killers of the Flower Moon,” asks the same question of one of the darkest chapters in U.S. history.",https://www.newyorker.com/podcast/critics-at-large/martin-scorseses-america,"https://media.newyorker.com/photos/650b59e2f49b447c4924fa7b/16:9/w_1280,c_limit/CAL-WEB.png",2023-10-26T10:00:00Z,"Listen and subscribe:Apple | Spotify | Wherever You Listen
Sign up to receive our weekly cultural-recommendations newsletter.
Throughout his career, Martin Scorsese has traced crime, greed, and cor… [+1513 chars]",,The New Yorker,4,
Sam Adams,Killers of the Flower Moon Isn't the First Movie to Tell This Story,"In Hollywood's first take on the Osage murders, the Osage didn't have a single line.",https://slate.com/culture/2023/10/killers-of-the-flower-moon-movie-osage-murders-fbi-story.html,https://compote.slate.com/images/f3bfa33a-f699-43bf-ab22-c3f013b00d25.jpeg?crop=1350%2C900%2Cx0%2Cy0&width=1560,2023-10-26T09:50:00Z,"If youve seen Killers of the Flower Moon, you know that its not the first time this storythe story of how, in the 1920s, William Hale and his nephew Ernest Burkhart amassed a fortune by murdering Osa… [+7396 chars]",,Slate Magazine,4,
Anthony Perry,"How ""Killers of the Flower Moon' Fails Native Americans Like Me","Apple TV+
It's the genteel kindness of the white characters in Martin Scorsese's new film Killers of the Flower Moon that hit me hardest. The ease with which they could both comfort and kill their Osage friends and families. The veneer of love and compassion…",https://www.thedailybeast.com/how-killers-of-the-flower-moon-fails-native-americans-like-me,"https://img.thedailybeast.com/image/upload/c_crop,d_placeholder_euli9k,h_1688,w_3000,x_0,y_0/dpr_2.0/c_limit,w_740/fl_lossy,q_auto/v1698268494/102623-flowermoon-hero_gh8ay4",2023-10-26T08:25:56Z,Its the genteel kindness of the white characters in Martin Scorseses new film Killers of the Flower Moon that hit me hardest. The ease with which they could both comfort and kill their Osage friends … [+6814 chars],,Daily Beast,7,
Neil Soans,Review: Killers Of The Flower Moon,"Scorsese's vision and memorable execution of a complex, heart-breaking tale of lies and deception is bolstered by powerful performances from the three lead actors.",https://timesofindia.indiatimes.com/entertainment/english/movie-reviews/killers-of-the-flower-moon/movie-review/104717460.cms,https://static.toiimg.com/photo/msid-104717460/104717460.jpg?15058,2023-10-26T05:47:01Z,"Story: When Ernest Burkhart (Leonardo DiCaprio) moves to an oil-rich Osage Nation in the 1920s, looking to make a living after the war, little does he know what awaits him.Review: Trust the man who r… [+2219 chars]",the-times-of-india,The Times of India,6,
Matthewprigge,"Leonardo DiCaprio Wore ""Butt Padding' For One Of The More Memorable Scenes In ""Killers Of The Flower Moon'","Apple / Paramount


When his character, Ernest, is getting beaten with a paddle by his uncle (Robert De Niro), even the famously game actor had some protection.",https://uproxx.com/movies/leonardo-dicaprio-wore-butt-padding-flowers-killer-moon-scene/,https://uproxx.com/wp-content/uploads/2023/10/Screenshot-2023-10-25-at-9.49.55-PM-copy.jpg?w=1024,2023-10-26T02:09:01Z,"Warning: This post contains spoilers for Killers of the Flower Moon.
Leonardo DiCaprio has done six movies with Martin Scorsese. In none of these is the handsome actor more pathetic than he is in Ki… [+1860 chars]",,UPROXX,2,
Mike Redmond,Michelle Williams Impersonating Justin Timberlake Is Art,"When it was announced that Michelle Williams would be narrating the audiobook for Britney Spears' new memoir, no one could have anticipated that it would involve the absolute splendor of hearing the award-winning actress do an impersonation of Britney Spears.…",https://www.pajiba.com/pajiba_love/michelle-williams-impersonating-justin-timberlake-is-art.php,https://www.pajiba.com/assets_c/2023/10/michelle-williams-justin-timberlake-thumb-700x467-257791.jpg,2023-10-26T01:00:00Z,"When it was announced that Michelle Williams would be narrating the audiobook for Britney Spears' new memoir, no one could have anticipated that it would involve the absolute splendor of hearing the … [+1827 chars]",,Pajiba.com,10,
Allison Herrera,How Osage people stepped in to be sure 'Killers of the Flower Moon' got things right,"The new Martin Scorsese film Killers of the Flower Moon doesn't shy away from the harsh realities of the Osage murders it depicts. But with input from the community, it also celebrates Osage culture.",https://www.npr.org/2023/10/25/1208577511/how-osage-people-stepped-in-to-be-sure-killers-of-the-flower-moon-got-things-rig,https://media.npr.org/include/images/facebook-default-wide-s1400-c100.jpg,2023-10-25T23:18:50Z,"The new Martin Scorsese film Killers of the Flower Moon doesn't shy away from the harsh realities of the Osage murders it depicts. But with input from the community, it also celebrates Osage culture.",,NPR,3,
Peter Scobel,"Leonardo DiCaprio wore butt pads for Killers Of The Flower Moon because that's showbiz, baby",Leonardo DiCaprio put his butt on the line while filming Killers Of The Flower Moon,https://www.avclub.com/leonardo-dicaprio-wore-butt-pads-for-killers-of-the-flo-1850960548,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/2dba7b5c7b3fbba547125638cbfdca74.png",2023-10-25T23:17:00Z,"Leonardo DiCaprio wore butt pads for ""Killers Of The Flower Moon"" because that's showbiz, baby
Leonardo DiCaprio put his butt on the line while filming Killers Of The Flower Moon
We may earn a comm… [+30 chars]",,The A.V. Club,2,
Jazmin Tolliver,"DiCaprio Wore Butt Padding To Get Spanked By Robert De Niro In ""Killers Of The Flower Moon'","""You could tell De Niro was really hitting him,"" cinematographer Rodrigo Prieto said.",https://www.huffpost.com/entry/leonardo-dicaprio-wore-butt-padding-spanked-robert-de-niro-killers-of-the-flower-moon_n_65392fcfe4b011a9cf7c1fd5,https://img.huffingtonpost.com/asset/6466a81f2600001d0093d567.jpg?cache=8icyR1ixjL&ops=1200_630,2023-10-25T23:02:55Z,"**Spoiler alerts for Killers of the Flower Moon below**
Anytime Leonardo DiCaprio or Robert De Niro grace the big screen, its safe to say you can expect to witness a realistic performance thatll be … [+2203 chars]",,HuffPost,2,
,Behind the concerns and complex feelings some Indigenous audiences have about Killers of the Flower Moon,"While Indigenous critics praised actor Lily Gladstone's performance in Martin Scorsese's new film Killers of the Flower Moon, which depicts the Osage Nation murders of the 1920s, some felt the Osage characters were underwritten or stereotypical and the violen…",https://www.cbc.ca/news/entertainment/indigenous-reaction-killers-of-the-flower-moon-1.7007817,https://i.cbc.ca/1.7002372.1697761709!/fileImage/httpImage/image.jpg_gen/derivatives/16x9_620/killers-of-the-flower-moon.jpg,2023-10-25T22:36:28Z,"Indigenous audiences are weighing in following the release of Martin Scorsese's historical epic Killers of the Flower Moon.
The film tells the story of the 1920s Osage murders in which an estimated … [+4481 chars]",cbc-news,CBC News,7,
Jason P. Frank,What Indigenous Artists Are Saying About Killers of the Flower Moon,"Martin Scorsese's ""Killers of the Flower Moon' debuted in theaters on October 20, and the response from critics has been strongly positive. But what about the Indigenous people the story belongs to?",http://www.vulture.com/article/indigenous-response-killers-of-the-flower-moon.html,https://pyxis.nymag.com/v1/imgs/a1b/083/7fa4996662e8fb1d2287fcc2e1b4985636-Killers-Of-The-Flower-Moon-Photo-0109.1x.rsocial.w1200.jpg,2023-10-25T22:15:11Z,"Martin Scorseses Killers of the Flower Moon, based on David Granns 2007 book of the same name, tells the true story of the Osage Nation and the crimes committed against their people in 1920s Oklahoma… [+3931 chars]",,Vulture,7,
Joe Reid,"First Marty Hit the Box Office, Then the Gotham Awards Pandered to Big Barbie","Joe Reid digs into the awards potential of ""Killers of the Flower Moon' and walks through the Movies Fantasy League implications of the Gotham nominations.",http://www.vulture.com/2023/10/killers-flower-moon-box-office-gotham-awards-mfl.html,https://pyxis.nymag.com/v1/imgs/32a/7a9/112efd8a587079f9cb52482894ac5a80f7-killers-of-the-flower-moon-MFL.1x.rsocial.w1200.jpg,2023-10-25T21:00:12Z,"This is the latest edition of the Movies Fantasy League newsletter. The drafting window for this season has closed, but you can still sign up to get the newsletter, which provides a weekly recap of b… [+5566 chars]",,Vulture,6,
Carlos De Loera,Martin Scorsese doesn't get Quentin Tarantino's plan to retire: 'I'm curious about everything still',"Martin Scorsese weighs in on how he is 'built differently' than director Quentin Tarantino, who plans to retire after completing his 10th feature film.",https://www.latimes.com/entertainment-arts/movies/story/2023-10-25/martin-scorsese-quentin-tarantino-retirement,https://ca-times.brightspotcdn.com/dims4/default/ebeba5b/2147483647/strip/true/crop/1800x945+0+0/resize/1200x630!/quality/75/?url=https%3A%2F%2Fcalifornia-times-brightspot.s3.amazonaws.com%2F8c%2F99%2F077c303c4ccc8f1a67c686a045f3%2Fmartin-scorsese-quentin-tarantino.jpg,2023-10-25T19:53:55Z,"Its officially confirmed: Martin Scorsese is just built different, bro. 
The Killers of the Flower Moon director weighed in on how he cant really speak on another directors trajectory when asked abo… [+3467 chars]",,Los Angeles Times,9,
Matthew Gilbert,"Seeing Lily Gladstone beyond ""Killers of the Flower Moon'","She may well be in Oscar voters' sights, but she's also done some TV work, including ""Reservation Dogs,"" ""Billions,"" and the upcoming Hulu miniseries “Under the Bridge.”",https://www.bostonglobe.com/2023/10/25/arts/seeing-lily-gladstone-beyond-killers-flower-moon/,https://bostonglobe-prod.cdn.arcpublishing.com/resizer/3U7NZtRiqzbtni10NxHAHbzBxhE=/506x0/cloudfront-us-east-1.images.arcpublishing.com/bostonglobe/5MP7YBVW4VKTAPJZATMWRWGOF4.jpg,2023-10-25T19:07:20Z,"Lily Gladstone has been receiving plenty of acclaim for her work in Martin Scorseses Killers of the Flower Moon. She may well be in Oscar voters sights. But shes also done some TV work, most recently… [+477 chars]",,The Boston Globe,2,
Derrick Rossignol,"Jason Isbell Remembers Avoiding Ivanka Trump And Her ""Goofy Cowgirl Clothes' At A Music Festival","Getty Image


'Thank God a storm came up and she left before we went on.'",https://uproxx.com/indie/jason-isbell-ivanka-trump-goofy-cowgirl-clothes-festival/,https://uproxx.com/wp-content/uploads/2023/10/jason-isbell-ivanka-trump.jpg?w=1024,2023-10-25T18:25:48Z,Kim Kardashian's recent birthday party raised some eyebrows. Kardashian shared a gallery of photos from the event on October 22 and onlookers immediately noticed the presence of Ivanka Trump. Comment… [+1335 chars],,UPROXX,10,
astrofisica,Osage Chief Geoffrey Standing Bear on Killers of the Flower Moon,"Osage Chief Geoffrey Standing Bear On Why His Grandmother Wouldn't Speak Of Murders Depicted In ""Killers Of The Flower Moon' (click photo below for story) https://t.co/6mAcROIks3
— Deadline Hollywood (@DEADLINE) October 24, 2023Osage Chief Geoffrey Standing …",https://ohnotheydidnt.livejournal.com/127104950.html,https://l-files.livejournal.net/og_image/3616053/496503?v=1698257790,2023-10-25T18:16:29Z,"Osage Chief Geoffrey Standing Bear On Why His Grandmother Wouldn't Speak Of Murders Depicted In ""Killers Of The Flower Moon' (click photo below for story) https://t.co/6mAcROIks3
— Deadline Hollywoo… [+1220 chars]",,Livejournal.com,7,
"Conor Murray, Forbes Staff, 
 Conor Murray, Forbes Staff
 https://www.forbes.com/sites/conormurray/","Critic Rex Reed Calls Scorsese's ""Flower Moon' ""Exhausting'— The Latest In A Career Of Wild Reviews, From ""Taxi Driver,' ""Black Swan' And Many More","Reed, known for his blunt, contrarian style, sometimes makes headlines for how fiery, offensive—and factually wrong—his reviews can be.",https://www.forbes.com/sites/conormurray/2023/10/25/critic-rex-reed-calls-scorseses-flower-moon-exhausting--the-latest-in-a-career-of-wild-reviews-from-taxi-driver-black-swan-and-many-more/,"https://imageio.forbes.com/specials-images/imageserve/65395aba6b0f9ec4b48f7976/0x0.jpg?format=jpg&crop=3021,1699,x329,y196,safe&height=900&width=1600&fit=bounds",2023-10-25T18:14:42Z,"Here are some of the sharpest pans from the archives of 85-year-old film critic Rex Reed, long known as a blunt, controversial and contrarian writer, who most recently calledKillers of the Flower Moo… [+6006 chars]",,Forbes,5,
Rebecca Rubin,"Box Office: ""Five Nights at Freddy's' Aims for Scary-Good $50 Million Debut","Universal and Blumhouse's haunted horror film “Five Nights at Freddy's” looks to make a killing in its box office debut. The video game adaptation is expected to collect at least $50 million over the weekend, but analysts suggest the final number may be highe…",https://variety.com/2023/film/box-office/box-office-five-nights-at-freddys-opening-weekend-projection-1235767028/,https://variety.com/wp-content/uploads/2023/05/five-nights-at-freddys.jpg?w=1000&h=563&crop=1,2023-10-25T18:00:56Z,Universal and Blumhouse's haunted horror film “Five Nights at Freddy's” looks to make a killing in its box office debut. The video game adaptation is expected to collect at least $50 million over the… [+2437 chars],,Variety,8,
Ned Booth,Martin Scorsese Weighs In On Quentin Tarantino's Plans To Retire After 10 Films: “He's A Writer. It's A Different Thing”,"For many years, Quentin Tarantino has promised he'll retire after he directs his tenth feature film. And he's already working on it, although production on “The Film Critic” will delayed as long as the SAG-AFTRA guild strike continues. But how do other filmma…",https://theplaylist.net/martin-scorsese-weighs-in-on-tarantino-retirement-plans-20231025/,https://cdn.theplaylist.net/wp-content/uploads/2023/10/25134321/Scorsese-Tarantino.jpg,2023-10-25T17:44:23Z,"For many years, Quentin Tarantino has promised he'll retire after he directs his tenth feature film. And he's already working on it, although production on “The Film Critic” will delayed as long as t… [+4038 chars]",,Theplaylist.net,9,
Lee Parham,Link Tank: RSVLTS Adds Several New Nerdy Apparel to its Collection,Nerdy apparel company RSVLTS set up shop at New York Comic Con with new and exciting pieces for sale! Aaron Sagers couldn't help himself and just HAD to stop by to see all the new additions to RSVLTS collection. LEGO just revealed an upcoming set based on Dun…,https://www.denofgeek.com/tv/link-tank-rsvlts-adds-several-new-nerdy-apparel-to-its-collection/,https://www.denofgeek.com/wp-content/uploads/2023/10/RSVLTS_Clean.png?fit=1920%2C1080,2023-10-25T17:24:30Z,"Are there connections to the Spider-Verse films in the new Spider-Man game?
“The new game Marvels Spider-Man 2 is, almost exclusively, its own story. Heroes and villains we recognize but just with t… [+920 chars]",,Den of Geek US,10,
Frazier Tharpe,"The ""Killers of the Flower Moon' Ending Is a Scorsese All-Timer",It's destined to be as polarizing as a certain Boston rat—but there was no other way for a film like this to end.,https://www.gq.com/story/the-killers-of-the-flower-moon-ending-is-an-all-timer,"https://media.gq.com/photos/653936b01bfa2daae8b5c7d8/16:9/w_1280,c_limit/Killers_Of_The_Flower_Moon_Photo_0104.jpg",2023-10-25T17:23:07Z,"A Martin Scorsese release cycle follows a familiar rhythm, and with Killers of the Flower Moon finally in theaters, we areto quote one of his favorite film franchisesin the endgame now.
When the leg… [+2702 chars]",,GQ Magazine,5,
Robert DeSalvo,"Apple TV+ Hikes Price Again, Has Doubled Since 2019 Launch","Apple TV+ is raising its monthly subscription rate again, from $6.99 to $9.99. When the streaming service launched in 2019, the price was $4.99 and ... Read More",https://wealthofgeeks.com/apple-tv-hikes-price-again-has-doubled-since-2019-launch/,https://wealthofgeeks.com/wp-content/uploads/2023/10/Shrinking_Photo_010402-e1698250818760.jpg,2023-10-25T16:56:50Z,"Apple TV+ is raising its monthly subscription rate again, from $6.99 to $9.99. When the streaming service launched in 2019, the price was $4.99 and remained there until last year. The price of an ann… [+3145 chars]",,Wealthofgeeks.com,10,
Jill Goldsmith,"Imax CEO Says “I Will Feel A Lot Better” If Strike Settles By Thanksgiving, But It Only Needs One Film At A Time","Imax CEO Rich Gelfond predicts the long SAG-AFTRA strike will settle relatively soon. If, instead, it drags on, theater chains will face a rocky second half of 2024 but he sees the large-format exhibitor standing apart. “An exhibitor who programs a multiplex …",https://deadline.com/2023/10/imax-ceo-actors-strike-exhibition-release-schedule-1235582922/,https://deadline.com/wp-content/uploads/2023/08/MCDKIOF_G2005.jpg?w=1024,2023-10-25T16:55:15Z,"Imax CEO Rich Gelfond predicts the long SAG-AFTRA strike will settle relatively soon. If, instead, it drags on, theater chains will face a rocky second half of 2024 but he sees the large-format exhib… [+3013 chars]",,Deadline,10,
Charles Pulliam-Moore,Killers of the Flower Moon is a devastating snapshot of America's truth laid bare,"Killers of the Flower Moon — in theaters now — from director Martin Scorsese is a powerful, imperfect film that you absolutely must see.",https://www.theverge.com/23929429/killers-of-the-flower-moon-review-scorsese-apple-tv-plus,https://cdn.vox-cdn.com/thumbor/I9hTkc4G-YvQ_Pw8NUDIWSf5Dxo=/0x0:5940x3960/1200x628/filters:focal(3044x1564:3045x1565)/cdn.vox-cdn.com/uploads/chorus_asset/file/25026038/Killers_Of_The_Flower_Moon_Photo_0104.jpg,2023-10-25T16:21:00Z,Martin Scorseses latest demands not asks us to witness the horrors the US has wrought upon the Osage Nation and understand some of what it means for Indigenous people to survive in this country today… [+5754 chars],the-verge,The Verge,4,
